,Title,Stars,Img_url,Price (pounds),id,Price (euros),Text,Text (es),Text (ch)
96,"Layered: Baking, Building, and Styling Spectacular Cakes",1,../../media/cache/73/06/7306b860c7887dfb2a4b0083e2d6bf0d.jpg,40.11,96,46.93,"""Layered: Baking, Building, and Styling Spectacular Cakes"" is a cookbook written by Tessa Huff. This book focuses on the art of creating beautifully layered cakes, with detailed recipes, techniques, and decorating ideas. From classic flavors to unique combinations, this book offers a variety of cake recipes along with tips on how to build and style them for stunning presentation. With its emphasis on creating visually impressive cakes, ""Layered"" is a valuable resource for both amateur and experienced bakers looking to add an extra level of elegance to their creations.","""En capas: hornear, construir y diseñar pasteles espectaculares"" es un libro de cocina escrito por Tessa Huff. Este libro se centra en el arte de crear hermosos pasteles en capas, con recetas, técnicas e ideas de decoración detalladas. Desde sabores clásicos hasta combinaciones únicas, este libro ofrece una variedad de recetas de pasteles junto con consejos sobre cómo prepararlos y diseñarlos para una presentación impresionante. Con su énfasis en la creación de pasteles visualmente impresionantes, ""Layered"" es un recurso valioso tanto para panaderos aficionados como experimentados que buscan agregar un nivel adicional de elegancia a sus creaciones.",《分层：烘焙、制作和设计壮观的蛋糕》是泰莎·哈夫 (Tessa Huff) 撰写的一本烹饪书。本书重点介绍了制作精美分层蛋糕的艺术，包括详细的食谱、技术和装饰理念。从经典口味到独特组合，本书提供了各种蛋糕食谱以及如何制作和设计它们以实现令人惊叹的展示的技巧。 “Layered”强调制作视觉上令人印象深刻的蛋糕，对于希望为自己的创作增添额外优雅水平的业余和经验丰富的面包师来说，这是一个宝贵的资源。
97,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2,../../media/cache/6d/80/6d80608ef81001ad068df06fae44b7f8.jpg,53.9,97,63.06,"""Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners)"" is a comprehensive book written by an experienced judo instructor. It serves as a practical guide for novices who are interested in starting their journey in judo and aiming to achieve their black belt. The book covers essential techniques, training exercises, rules of the sport, and valuable insights for success in the martial art. With its step-by-step approach, ""Judo: Seven Steps to Black Belt"" provides beginners with a solid foundation and a clear progression towards their black belt goal.","""Judo: Siete pasos hacia el cinturón negro (una guía introductoria para principiantes)"" es un libro completo escrito por un instructor de judo experimentado. Sirve como una guía práctica para principiantes que estén interesados ​​en iniciar su andadura en el judo y aspirar a conseguir su cinturón negro. El libro cubre técnicas esenciales, ejercicios de entrenamiento, reglas del deporte y conocimientos valiosos para tener éxito en el arte marcial. Con su enfoque paso a paso, ""Judo: Siete pasos hacia el cinturón negro"" proporciona a los principiantes una base sólida y una progresión clara hacia su objetivo de cinturón negro.",《柔道：黑带七步（初学者入门指南）》是一本由经验丰富的柔道教练撰写的综合性书籍。它可以作为有兴趣开始柔道之旅并目标达到黑带的新手的实用指南。这本书涵盖了基本技术、训练练习、运动规则以及武术成功的宝贵见解。通过循序渐进的方法，“柔道：黑带七步”为初学者提供了坚实的基础，并为他们实现黑带目标提供了明确的进展。
98,Join,5,../../media/cache/df/64/df642e483f7ae23de6888c73f05e2014.jpg,35.67,98,41.73,"I'm sorry, but I am an AI language model and I cannot access specific texts or books. To provide a helpful response, please provide more context or specify what you would like to know about ""Join.""","Lo siento, pero soy un modelo de lenguaje de IA y no puedo acceder a textos o libros específicos. Para proporcionar una respuesta útil, proporcione más contexto o especifique lo que le gustaría saber sobre ""Unirse"".",抱歉，我是 AI 语言模型，无法访问特定文本或书籍。为了提供有用的答复，请提供更多背景信息或指定您想了解的有关“加入”的信息。
99,In the Country We Love: My Family Divided,4,../../media/cache/11/08/1108a8d9ebccd9cd474012121c32a7f5.jpg,22.0,99,25.74,"""In the Country We Love: My Family Divided"" is a memoir written by Diane Guerrero, an American actress and activist. In this book, Guerrero shares her personal story of the devastating impact of immigration policies on her family. She candidly discusses the deportation of her parents when she was just fourteen and the subsequent challenges she faced as an undocumented immigrant. Guerrero's narrative sheds light on the urgent need for immigration reform and serves as a powerful testament to resilience, hope, and the strength of the human spirit.","""En el país que amamos: Mi familia dividida"" es una memoria escrita por Diane Guerrero, actriz y activista estadounidense. En este libro, Guerrero comparte su historia personal sobre el impacto devastador de las políticas de inmigración en su familia. Habla con franqueza sobre la deportación de sus padres cuando tenía sólo catorce años y los desafíos posteriores que enfrentó como inmigrante indocumentada. La narrativa de Guerrero arroja luz sobre la urgente necesidad de una reforma migratoria y sirve como un poderoso testimonio de la resiliencia, la esperanza y la fuerza del espíritu humano.",《在我们热爱的国家：我的家庭分裂》是美国女演员、活动家黛安·格雷罗撰写的回忆录。在这本书中，格雷罗分享了她的个人故事，讲述了移民政策对她的家庭造成的毁灭性影响。她坦率地讨论了她十四岁时父母被驱逐出境的情况，以及随后她作为无证移民所面临的挑战。格雷罗的叙述揭示了移民改革的迫切需要，并有力地证明了韧性、希望和人类精神的力量。
100,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,5,../../media/cache/e1/1e/e11e7e9514a123aee2415a1def85e638.jpg,57.36,100,67.11,"""Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine"" is a book written by Luba Vikhanski. It explores the life and work of Elie Metchnikoff, the Russian scientist who revolutionized our understanding of the immune system. Metchnikoff's groundbreaking research on phagocytes, white blood cells that engulf and destroy harmful microorganisms, laid the foundation for our modern understanding of immunity. This book delves into Metchnikoff's discoveries, his impact on the field of medicine, and the ongoing relevance of his work in today's world.","""Inmunidad: cómo Elie Metchnikoff cambió el curso de la medicina moderna"" es un libro escrito por Luba Vikhanski. Explora la vida y obra de Elie Metchnikoff, el científico ruso que revolucionó nuestra comprensión del sistema inmunológico. La innovadora investigación de Metchnikoff sobre los fagocitos, glóbulos blancos que engullen y destruyen microorganismos dañinos, sentó las bases de nuestra comprensión moderna de la inmunidad. Este libro profundiza en los descubrimientos de Metchnikoff, su impacto en el campo de la medicina y la relevancia actual de su trabajo en el mundo actual.",《免疫：埃利·梅奇尼科夫如何改变现代医学的进程》是卢巴·维汉斯基 (Luba Vikhanski) 撰写的一本书。它探讨了俄罗斯科学家埃利·梅奇尼科夫 (Elie Metchnikoff) 的生活和工作，他彻底改变了我们对免疫系统的理解。梅奇尼科夫对吞噬细胞（吞噬并消灭有害微生物的白细胞）的开创性研究为我们现代对免疫的理解奠定了基础。本书深入探讨了梅奇尼科夫的发现、他对医学领域的影响以及他的工作在当今世界的持续相关性。
101,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",2,../../media/cache/58/e2/58e2097169e92a95d973da420ce7cc98.jpg,29.17,101,34.13,"""I Hate Fairyland, Vol. 1: Madly Ever After"" is a compilation of the first five issues of the comic series ""I Hate Fairyland,"" written and illustrated by Skottie Young. The story follows Gertrude, a bitter and foul-mouthed girl who is trapped in a colorful and whimsical fairyland. After being stuck there for decades, Gertrude embarks on a violent and chaotic quest to find a way back home. Mixing dark humor with vibrant artwork, this volume offers a twisted and satirical take on traditional fairy tales, appealing to readers who enjoy a dose of dark comedy and unconventional storytelling.","""I Hate Fairyland, Vol. 1: Madly Ever After"" es una recopilación de los primeros cinco números de la serie de cómics ""I Hate Fairyland"", escrita e ilustrada por Skottie Young. La historia sigue a Gertrude, una niña amargada y malhablada que está atrapada en un colorido y caprichoso país de las hadas. Después de permanecer atrapada allí durante décadas, Gertrude se embarca en una búsqueda violenta y caótica para encontrar el camino de regreso a casa. Mezclando humor negro con obras de arte vibrantes, este volumen ofrece una versión retorcida y satírica de los cuentos de hadas tradicionales, atrayendo a lectores que disfrutan de una dosis de comedia negra y narración poco convencional.",《I Hate Fairyland，Vol. 1：Madly Ever After》是漫画系列“I Hate Fairyland”前五期的合集，由 Skottie Young 创作和插画。故事讲述格特鲁德（Gertrude），一个苦涩、满嘴脏话的女孩，被困在一个色彩缤纷、异想天开的仙境里。被困在那里几十年后，格特鲁德开始了一场暴力而混乱的探索，寻找回家的路。这本书将黑色幽默与充满活力的艺术作品相结合，对传统童话故事进行了扭曲和讽刺，吸引了喜欢黑色喜剧和非传统故事讲述的读者。
102,I am a Hero Omnibus Volume 1,3,../../media/cache/f7/4d/f74db5141becf01083abc03c078f4922.jpg,54.63,102,63.92,"""I Am a Hero Omnibus Volume 1"" is a manga written and illustrated by Kengo Hanazawa. Set in a zombie apocalypse, the story follows Hideo Suzuki, an aspiring manga artist who finds himself trapped in a world overrun by undead creatures. As Hideo navigates the horrifying landscape, he grapples with his own sanity and struggles to find his purpose amidst the chaos. This omnibus collection combines the first two volumes of the series, immersing readers in a thrilling and suspenseful tale that blends horror, action, and psychological elements.","""I Am a Hero Omnibus Volumen 1"" es un manga escrito e ilustrado por Kengo Hanazawa. Ambientada en un apocalipsis zombie, la historia sigue a Hideo Suzuki, un aspirante a artista de manga que se encuentra atrapado en un mundo invadido por criaturas no muertas. Mientras Hideo navega por el horrible paisaje, lucha con su propia cordura y lucha por encontrar su propósito en medio del caos. Esta colección general combina los dos primeros volúmenes de la serie, sumergiendo a los lectores en una historia emocionante y llena de suspenso que combina horror, acción y elementos psicológicos.",《我是英雄总集第1卷》是由花泽健吾作画并负责插画的漫画。故事以僵尸末日为背景，讲述了一位有抱负的漫画家铃木秀夫发现自己被困在一个被不死生物占领的世界里。当秀夫在可怕的风景中航行时，他与自己的理智作斗争，并努力在混乱中找到自己的目标。这本综合集结合了该系列的前两卷，让读者沉浸在一个融合了恐怖、动作和心理元素的惊险悬疑故事中。
103,How to Be Miserable: 40 Strategies You Already Use,1,../../media/cache/b0/9d/b09d7cb6aa8ae112dd457e588762d293.jpg,46.03,103,53.86,"""How to Be Miserable: 40 Strategies You Already Use"" is a self-help book written by Randy J. Paterson. In this book, Paterson takes a unique approach by offering readers a sarcastic and tongue-in-cheek guide on how to be unhappy. Delving into common destructive habits and thought patterns, the book aims to help readers recognize their own self-sabotaging behaviors and offers alternative perspectives to promote happiness and well-being. With a humorous tone and practical advice, ""How to Be Miserable"" offers readers a fresh take on personal development and encourages them to break free from negativity.","""Cómo ser miserable: 40 estrategias que ya utilizas"" es un libro de autoayuda escrito por Randy J. Paterson. En este libro, Paterson adopta un enfoque único al ofrecer a los lectores una guía sarcástica e irónica sobre cómo ser infeliz. Al profundizar en hábitos y patrones de pensamiento destructivos comunes, el libro tiene como objetivo ayudar a los lectores a reconocer sus propios comportamientos de autosabotaje y ofrece perspectivas alternativas para promover la felicidad y el bienestar. Con un tono humorístico y consejos prácticos, ""Cómo ser miserable"" ofrece a los lectores una nueva visión del desarrollo personal y los alienta a liberarse de la negatividad.",《如何变得悲惨：你已经使用的 40 种策略》是兰迪·帕特森 (Randy J. Paterson) 撰写的一本自助书籍。在这本书中，帕特森采取了一种独特的方法，为读者提供了一个关于如何变得不快乐的讽刺和半开玩笑的指南。这本书深入探讨了常见的破坏性习惯和思维模式，旨在帮助读者认识到自己的自我破坏行为，并提供促进幸福和福祉的替代视角。 《如何变得悲惨》以幽默的语气和实用的建议为读者提供了个人发展的全新视角，并鼓励他们摆脱消极情绪。
104,Her Backup Boyfriend (The Sorensen Family #1),1,../../media/cache/41/ee/41ee38c1d15f0139a3fb17b730dc4347.jpg,33.97,104,39.74,"""Her Backup Boyfriend (The Sorensen Family #1)"" is a contemporary romance novel written by Ashlee Mallory. The story revolves around Hale and Claire, two acquaintances who agree to be each other's fake significant others during a family gathering. As they navigate through their pretend relationship, the lines between fake and real start to blur, leading to unexpected emotions and complications. With charming characters and a delightful blend of romance and humor, ""Her Backup Boyfriend"" explores themes of love, trust, and the complexities of relationships.","""Her Backup Boyfriend (The Sorensen Family #1)"" es una novela romántica contemporánea escrita por Ashlee Mallory. La historia gira en torno a Hale y Claire, dos conocidos que aceptan ser los falsos seres queridos del otro durante una reunión familiar. A medida que navegan a través de su relación fingida, las líneas entre lo falso y lo real comienzan a desdibujarse, lo que genera emociones y complicaciones inesperadas. Con personajes encantadores y una deliciosa mezcla de romance y humor, ""Her Backup Boyfriend"" explora temas de amor, confianza y las complejidades de las relaciones.",《她的替补男友（索伦森家族#1）》是阿什莉·马洛里（Ashlee Mallory）撰写的当代浪漫小说。故事围绕黑尔和克莱尔这两个熟人展开，他们在一次家庭聚会上同意成为彼此的假重要人物。当他们在假装的关系中穿行时，假与真之间的界限开始模糊，导致意想不到的情绪和复杂化。 《她的替补男友》以迷人的角色和浪漫与幽默的令人愉快的融合，探讨了爱情、信任和复杂关系的主题。
105,"Giant Days, Vol. 2 (Giant Days #5-8)",2,../../media/cache/d0/6f/d06ff4e3b9daf93b18bb21f1af19b5eb.jpg,22.11,105,25.87,"""Giant Days, Vol. 2 (Giant Days #5-8)"" is a graphic novel written by John Allison and illustrated by Lissa Treiman. This volume continues the story of three university friends, Susan, Esther, and Daisy, as they navigate through the ups and downs of college life. From friendships to romantic relationships, the trio tackles various challenges with wit, humor, and a touch of drama. With its relatable characters, engaging storytelling, and vibrant artwork, ""Giant Days, Vol. 2"" offers an enjoyable and entertaining reading experience for fans of the series.","""Giant Days, Vol. 2 (Giant Days #5-8)"" es una novela gráfica escrita por John Allison e ilustrada por Lissa Treiman. Este volumen continúa la historia de tres amigas universitarias, Susan, Esther y Daisy, mientras navegan por los altibajos de la vida universitaria. Desde amistades hasta relaciones románticas, el trío aborda diversos desafíos con ingenio, humor y un toque de drama. Con sus personajes identificables, una narración atractiva y obras de arte vibrantes, ""Giant Days, Vol. 2"" ofrece una experiencia de lectura agradable y entretenida para los fanáticos de la serie.","《Giant Days, Vol. 2》（Giant Days #5-8）是一部由约翰·艾利森（John Allison）撰写、丽莎·特雷曼（Lissa Treiman）插画的图画小说。本书继续讲述了三个大学好友苏珊、埃丝特和黛西的故事，讲述了她们经历大学生活的起起落落的故事。从友谊到浪漫关系，三人组以智慧、幽默和戏剧性的方式应对各种挑战。 《Giant Days, Vol. 2》以其引人入胜的角色、引人入胜的故事讲述和充满活力的艺术作品，为该系列的粉丝提供了愉快而有趣的阅读体验。"
106,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,3,../../media/cache/f9/9e/f99e760b894d10c6e5ed578618918367.jpg,29.69,106,34.74,"""Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton"" is a historical fiction novel written by Josi S. Kilpack. Set in the 19th century, the book recounts the love story between renowned poet Henry Wadsworth Longfellow and the remarkable Fanny Appleton. Through the challenges and obstacles they face, readers witness a tale of passion, devotion, and enduring love. Kilpack skillfully brings these real-life figures to life, weaving a captivating narrative that explores the complexities of romance and the power of true love.","""Por siempre y para siempre: El noviazgo de Henry Longfellow y Fanny Appleton"" es una novela de ficción histórica escrita por Josi S. Kilpack. Ambientada en el siglo XIX, el libro relata la historia de amor entre el renombrado poeta Henry Wadsworth Longfellow y la notable Fanny Appleton. A través de los desafíos y obstáculos que enfrentan, los lectores son testigos de una historia de pasión, devoción y amor duradero. Kilpack da vida hábilmente a estas figuras de la vida real, tejiendo una narrativa cautivadora que explora las complejidades del romance y el poder del amor verdadero.",《永远永远：亨利·朗费罗和范妮·阿普尔顿的求爱》是乔西·S·基尔帕克创作的一部历史小说。这本书以 19 世纪为背景，讲述了著名诗人亨利·沃兹沃斯·朗费罗和杰出的范妮·阿普尔顿之间的爱情故事。通过他们面临的挑战和障碍，读者见证了一个充满激情、奉献和持久爱情的故事。基尔帕克巧妙地将这些现实生活中的人物带入生活，编织了一个迷人的叙事，探索浪漫的复杂性和真爱的力量。
107,First and First (Five Boroughs #3),4,../../media/cache/01/a5/01a5285b17e7ec0e7e56294a8f8af28d.jpg,15.97,107,18.68,"""First and First"" is the third book in the Five Boroughs series, written by contemporary romance author Santino Hassell. This novel follows the story of Caleb Stone and Oli Walters as they navigate their complex relationship against the backdrop of New York City. With its raw emotions, intense chemistry, and authentic portrayal of urban life, ""First and First"" delves deep into themes of love, self-discovery, and personal growth. Through the struggles and triumphs of the characters, Hassell creates a compelling narrative that explores the complexities of attraction, identity, and finding one's place in the world.","""First and First"" es el tercer libro de la serie Five Boroughs, escrito por el autor romántico contemporáneo Santino Hassell. Esta novela sigue la historia de Caleb Stone y Oli Walters mientras navegan por su compleja relación en el contexto de la ciudad de Nueva York. Con sus emociones crudas, su intensa química y su retrato auténtico de la vida urbana, ""First and First"" profundiza en temas de amor, autodescubrimiento y crecimiento personal. A través de las luchas y triunfos de los personajes, Hassell crea una narrativa convincente que explora las complejidades de la atracción, la identidad y la búsqueda del lugar de uno en el mundo.",《第一与第一》是《五区》系列的第三本书，由当代浪漫主义作家桑蒂诺·哈塞尔撰写。这部小说讲述了迦勒·斯通和奥利·沃尔特斯在纽约市的背景下处理复杂关系的故事。 《First and First》以其原始的情感、强烈的化学反应和对城市生活的真实写照，深入探讨了爱情、自我发现和个人成长的主题。通过角色的斗争和胜利，哈塞尔创造了一个引人入胜的叙事，探索吸引力、身份和在世界上找到自己的位置的复杂性。
108,Fifty Shades Darker (Fifty Shades #2),1,../../media/cache/51/86/51862681bebec59be61f36f937c71fce.jpg,21.96,108,25.69,"""Fifty Shades Darker"" is the second book in the Fifty Shades series written by E.L. James. Building upon the erotic romance between Anastasia Steele and Christian Grey, this novel delves deeper into their complicated relationship. As they confront their pasts and try to overcome their insecurities, readers are taken on a journey of passion, intimacy, and self-discovery. With its exploration of BDSM dynamics, complicated emotions, and intense desires, ""Fifty Shades Darker"" delves into darker and more complex themes while continuing to captivate readers with its steamy romance.","""Cincuenta sombras más oscuras"" es el segundo libro de la serie Cincuenta sombras escrita por E.L. Jaime. Basándose en el romance erótico entre Anastasia Steele y Christian Grey, esta novela profundiza en su complicada relación. Mientras confrontan su pasado y tratan de superar sus inseguridades, los lectores emprenden un viaje de pasión, intimidad y autodescubrimiento. Con su exploración de la dinámica BDSM, emociones complicadas y deseos intensos, ""Cincuenta sombras más oscuras"" profundiza en temas más oscuros y complejos mientras continúa cautivando a los lectores con su apasionante romance.",《五十度灰》是 E.L. 所著的《五十度灰》系列的第二本书。詹姆士。这部小说以阿纳斯塔西娅·斯蒂尔和克里斯蒂安·格雷之间的情色浪漫为基础，更深入地探讨了他们复杂的关系。当他们面对自己的过去并试图克服自己的不安全感时，读者将踏上一段充满激情、亲密和自我发现的旅程。通过对 BDSM 动态、复杂情感和强烈欲望的探索，《五十度黑》深入探讨了更黑暗、更复杂的主题，同时继续以其火热的浪漫吸引读者。
109,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,2,../../media/cache/15/97/15972684c6f44f1be5e751d2e067cc16.jpg,54.35,109,63.59,"""Everydata: The Misinformation Hidden in the Little Data You Consume Every Day"" is a book by John H. Johnson and Mike Gluck that aims to shed light on the misconceptions and biases inherent in the everyday information we encounter. It explores how small data points can be misinterpreted or manipulated, leading to inaccurate conclusions and flawed decision-making. By revealing the potential pitfalls of data interpretation, the authors encourage readers to develop a critical mindset when consuming information and to be more discerning in their analysis.","""Everydata: La desinformación oculta en los pocos datos que consumes todos los días"" es un libro de John H. Johnson y Mike Gluck que pretende arrojar luz sobre los conceptos erróneos y los sesgos inherentes a la información cotidiana que encontramos. Explora cómo pequeños datos pueden malinterpretarse o manipularse, lo que lleva a conclusiones inexactas y a una toma de decisiones errónea. Al revelar los posibles peligros de la interpretación de datos, los autores alientan a los lectores a desarrollar una mentalidad crítica al consumir información y a ser más perspicaces en sus análisis.",《Everydata：隐藏在你每天消耗的小数据中的错误信息》是约翰·H·约翰逊和迈克·格鲁克合着的一本书，旨在阐明我们在日常信息中固有的误解和偏见。它探讨了小数据点如何被误解或操纵，从而导致不准确的结论和有缺陷的决策。通过揭示数据解释的潜在陷阱，作者鼓励读者在消费信息时培养批判性思维，并在分析中更具洞察力。
110,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",2,../../media/cache/a7/9c/a79cac7aec3816fb754c1aedd2e82986.jpg,37.97,110,44.42,"""Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master"" is a book written by Brad Warner that delves into the teachings and wisdom of Dogen, a prominent Zen master from Japan. Through accessible and practical advice, Warner explores the relevance of Dogen's teachings in modern society, emphasizing the importance of mindfulness, compassion, and living in the present moment. Engaging and thought-provoking, this book highlights the timeless wisdom of Dogen and offers valuable insights for readers seeking a deeper understanding of Zen philosophy and its practical application in everyday life.","""No seas un idiota: y otros consejos prácticos de Dogen, el mayor maestro zen de Japón"" es un libro escrito por Brad Warner que profundiza en las enseñanzas y la sabiduría de Dogen, un destacado maestro zen de Japón. A través de consejos prácticos y accesibles, Warner explora la relevancia de las enseñanzas de Dogen en la sociedad moderna, enfatizando la importancia de la atención plena, la compasión y vivir el momento presente. Este libro, atractivo y estimulante, destaca la sabiduría eterna de Dogen y ofrece ideas valiosas para los lectores que buscan una comprensión más profunda de la filosofía Zen y su aplicación práctica en la vida cotidiana.",《别做混蛋：日本最伟大的禅宗大师道元的其他实用建议》是布拉德·华纳 (Brad Warner) 撰写的一本书，深入探讨了日本著名禅师道元的教义和智慧。通过通俗易懂且实用的建议，华纳探讨了道元教义在现代社会中的相关性，强调正念、同情心和活在当下的重要性。这本书引人入胜、发人深省，突出了道元的永恒智慧，并为寻求更深入理解禅宗哲学及其在日常生活中实际应用的读者提供了宝贵的见解。
111,Danganronpa Volume 1,4,../../media/cache/ce/39/ce3942d9a10b6a17805136ace7c140fa.jpg,51.99,111,60.83,"""Danganronpa Volume 1"" is the first volume of the manga series based on the popular visual novel, anime, and video game franchise, Danganronpa. Written by Kazutaka Kodaka and illustrated by Rui Komatsuzaki, it follows the story of a group of high school students trapped in a twisted killing game orchestrated by a sadistic teddy bear named Monokuma. As the students try to uncover the truth behind their imprisonment and identify the culprit behind each murder, they must navigate a series of deadly trials, filled with suspense, mystery, and unexpected twists. Volume 1 sets the stage for the intense and thrilling storyline that fans of the franchise will be familiar with.","""Danganronpa Volumen 1"" es el primer volumen de la serie manga basada en la popular franquicia de novelas visuales, anime y videojuegos, Danganronpa. Escrito por Kazutaka Kodaka e ilustrado por Rui Komatsuzaki, sigue la historia de un grupo de estudiantes de secundaria atrapados en un retorcido juego de matar orquestado por un sádico osito de peluche llamado Monokuma. Mientras los estudiantes intentan descubrir la verdad detrás de su encarcelamiento e identificar al culpable detrás de cada asesinato, deben atravesar una serie de juicios mortales, llenos de suspenso, misterio y giros inesperados. El Volumen 1 prepara el escenario para la intensa y emocionante historia con la que los fanáticos de la franquicia estarán familiarizados.",《弹丸论破第 1 卷》是根据热门视觉小说、动漫和视频游戏系列《弹丸论破》改编的漫画系列的第一卷。该剧由小高一隆编剧，小松崎锐绘，讲述了一群高中生被困在一只名叫莫诺熊的虐待狂泰迪熊精心策划的扭曲杀戮游戏中的故事。当学生们试图揭开监禁背后的真相并找出每起谋杀案背后的罪魁祸首时，他们必须经历一系列充满悬念、神秘和意想不到的曲折的致命审判。第一卷为该系列粉丝所熟悉的紧张而惊心动魄的故事情节奠定了基础。
112,Crown of Midnight (Throne of Glass #2),3,../../media/cache/b7/7d/b77d5e56daa3c22822abf1b8affbaef9.jpg,43.29,112,50.65,"""Crown of Midnight (Throne of Glass #2)"" is the second installment in the popular fantasy series written by Sarah J. Maas. The book continues the story of Celaena Sardothien, a skilled assassin who is now serving as the King's Champion. As she carries out her duties, she uncovers dark secrets and conspiracies that threaten not only her own life but the entire kingdom. Packed with action, romance, and political intrigue, ""Crown of Midnight"" further delves into Celaena's character development and the complex world she inhabits, captivating readers with its intricate plot and memorable cast of characters.","""Crown of Midnight (Throne of Glass #2)"" es la segunda entrega de la popular serie de fantasía escrita por Sarah J. Maas. El libro continúa la historia de Celaena Sardothien, una hábil asesina que ahora se desempeña como Campeona del Rey. Mientras lleva a cabo sus deberes, descubre oscuros secretos y conspiraciones que amenazan no sólo su propia vida sino la de todo el reino. Llena de acción, romance e intriga política, ""Crown of Midnight"" profundiza en el desarrollo del personaje de Celaena y el complejo mundo en el que habita, cautivando a los lectores con su intrincada trama y su memorable elenco de personajes.",《午夜之冠（玻璃王座#2）》是莎拉·J·马斯创作的流行奇幻系列的第二部。这本书继续讲述塞莱娜·萨多蒂安 (Celaena Sardothien) 的故事，她是一位熟练的刺客，现在担任国王的冠军。当她履行职责时，她发现了黑暗的秘密和阴谋，这些秘密和阴谋不仅威胁着她自己的生命，而且威胁着整个王国。 《午夜之冠》充满了动作、浪漫和政治阴谋，进一步深入探讨了塞莱娜的性格发展和她所居住的复杂世界，以其错综复杂的情节和令人难忘的人物阵容吸引着读者。
113,"Codename Baboushka, Volume 1: The Conclave of Death",4,../../media/cache/ed/a5/eda54d1bfcdd39488013f7aae1eaf659.jpg,36.72,113,42.96,"""Codename Baboushka, Volume 1: The Conclave of Death"" is the first volume of the comic book series written by Antony Johnston and illustrated by Shari Chankhamma. The story revolves around Baboushka, a mysterious and deadly Russian femme fatale who leads a double life as a jet-setting fashion designer and a top-rated secret agent. In this volume, Baboushka finds herself caught up in a dangerous conspiracy as she is forced to infiltrate a secret conclave of criminals known as The Conclave of Death. Filled with high-octane action, espionage, and twists, ""Codename Baboushka"" offers readers a thrilling and glamorous spy adventure like no other.","""Codename Baboushka, Volumen 1: El Cónclave de la Muerte"" es el primer volumen de la serie de cómics escrita por Antony Johnston e ilustrada por Shari Chankhamma. La historia gira en torno a Baboushka, una misteriosa y letal mujer fatal rusa que lleva una doble vida como diseñadora de moda de la jet-set y agente secreto de primer nivel. En este volumen, Baboushka se ve atrapada en una peligrosa conspiración y se ve obligada a infiltrarse en un cónclave secreto de criminales conocido como El Cónclave de la Muerte. Llena de acción de alto octanaje, espionaje y giros inesperados, ""Codename Baboushka"" ofrece a los lectores una emocionante y glamorosa aventura de espías como ninguna otra.",《代号 Baboushka，第一卷：死亡秘密会议》是由安东尼·约翰斯顿创作、莎莉·昌卡玛负责插画的漫画系列的第一卷。故事围绕巴布什卡（Baboushka）展开，她是一位神秘而致命的俄罗斯蛇蝎美人，她过着双重生活，既是一名坐飞机的时装设计师，又是一名顶级特工。在本书中，巴布什卡发现自己陷入了一场危险的阴谋，她被迫渗透到一个名为“死亡秘密会议”的犯罪秘密会议中。 《代号 Baboushka》充满了高强度的动作、间谍活动和曲折，为读者提供了一场无与伦比的惊险而迷人的间谍冒险。
114,Camp Midnight,4,../../media/cache/7a/67/7a671ecf69cdcd2ea9ebe85da1b5585f.jpg,17.08,114,19.98,"""Camp Midnight"" is a graphic novel written by Steven T. Seagle and illustrated by Jason Adam Katzenstein. The story follows the misadventures of Skye, a young girl who accidentally ends up at a camp filled with monsters instead of the art camp she was supposed to attend. Skye must navigate friendships, camp activities, and the secrets of the camp while figuring out how to hide her human identity. With its mix of humor, heart, and supernatural elements, ""Camp Midnight"" offers an entertaining and relatable coming-of-age tale with a twist.","""Camp Midnight"" es una novela gráfica escrita por Steven T. Seagle e ilustrada por Jason Adam Katzenstein. La historia sigue las desventuras de Skye, una joven que accidentalmente termina en un campamento lleno de monstruos en lugar del campamento de arte al que se suponía que debía asistir. Skye debe navegar por las amistades, las actividades del campamento y los secretos del campamento mientras descubre cómo ocultar su identidad humana. Con su mezcla de humor, corazón y elementos sobrenaturales, ""Camp Midnight"" ofrece una historia entretenida e identificable sobre la mayoría de edad con un giro.",《午夜营》是一部由史蒂文·T·西格尔（Steven T. Seagle）撰写、杰森·亚当·卡岑斯坦（Jason Adam Katzenstein）插画的图画小说。故事讲述了年轻女孩斯凯的不幸遭遇，她意外地进入了一个充满怪物的营地，而不是她应该参加的艺术营。斯凯必须应对友谊、营地活动和营地的秘密，同时找出如何隐藏她的人类身份。 《午夜营》融合了幽默、心灵和超自然元素，提供了一个有趣且令人产生共鸣的成长故事。
